cancer,edin,p50,is_tumor
KICH,1.54,0.1000,True
KICH,12.5,0.0769,False
KIRC,16.259999999999998,0.0742,True
KIRC,18.060000000000002,0.0742,False
KIRP,2.77,0.0788,True
KIRP,9.379999999999999,0.0625,False
LAML,7.28,0.0833,True
LGG,17.39,0.0769,True
LIHC,2.67,0.0909,True
LUAD,16.13,0.0769,True
LUAD,1.69,0.0909,False
LUSC,14.23,0.0714,True
LUSC,22.45,0.0714,False
MESO,9.3,0.0833,True
OV,33.51,0.0638,True
PAAD,7.870000000000001,0.0871,True
PAAD,25.0,0.0588,False
PCPG,7.6499999999999995,0.0833,True
PRAD,12.2,0.0769,True
PRAD,9.62,0.0909,False
READ,4.35,0.0606,True
READ,20.0,0.0834,False
SARC,19.39,0.0833,True
SKCM,14.01,0.0667,True
STAD,34.4,0.0541,True
STAD,31.25,0.0643,False
TGCT,27.560000000000002,0.0606,True
THCA,9.229999999999999,0.0833,True
THCA,10.34,0.0909,False
THYM,12.61,0.0588,True
THYM,50.0,0.0436,False
UCEC,11.31,0.0833,True
UCEC,14.29,0.0833,False
UCS,21.43,0.0833,True
UVM,3.75,0.0909,True
ACC,5.06,0.1000,True
BLCA,5.64,0.0667,True
BLCA,10.530000000000001,0.0749,False
BRCA,7.9799999999999995,0.0625,True
BRCA,2.65,0.0417,False
CESC,7.84,0.0625,True
CHOL,2.78,0.0714,True
COAD,3.93,0.0714,True
DLBC,8.33,0.0557,True
ESCA,17.28,0.0364,True
ESCA,9.09,0.0451,False
GBM,5.949999999999999,0.0500,True
GBM,20.0,0.0625,False
HNSC,9.4,0.0625,True
HNSC,4.55,0.0667,False
KICH,3.08,0.2381,True
KICH,4.17,0.0612,False
KIRC,5.2299999999999995,0.0625,True
KIRC,5.56,0.0885,False
KIRP,3.81,0.0711,True
KIRP,3.1199999999999997,0.0728,False
LAML,3.9699999999999998,0.0909,True
LGG,4.73,0.0588,True
LIHC,0.8,0.0833,True
LUAD,6.260000000000001,0.0714,True
LUAD,3.39,0.0839,False
LUSC,7.01,0.0667,True
LUSC,8.16,0.0606,False
MESO,3.49,0.0667,True
OV,14.78,0.0460,True
PAAD,3.37,0.0646,True
PCPG,3.83,0.0833,True
PRAD,5.4,0.0769,True
PRAD,1.92,0.0633,False
READ,2.17,0.0813,True
SARC,11.41,0.0667,True
SKCM,6.16,0.0625,True
STAD,9.33,0.0333,True
STAD,15.620000000000001,0.0625,False
TGCT,8.33,0.0455,True
THCA,3.54,0.0769,True
THCA,5.17,0.0769,False
THYM,3.36,0.0417,True
UCEC,4.93,0.0769,True
UCS,16.07,0.0625,True
UVM,2.5,0.0556,True
HNSC,0.2,0.0667,True
BLCA,1.23,0.0557,True
BRCA,1.0,0.0500,True
BRCA,0.88,0.0769,False
CESC,2.29,0.0625,True
COAD,1.0699999999999998,0.0628,True
ESCA,1.8499999999999999,0.0250,True
GBM,1.1900000000000002,0.0459,True
HNSC,0.4,0.0395,True
KIRC,1.1199999999999999,0.0488,True
KIRC,1.39,0.0556,False
KIRP,2.08,0.0833,True
LGG,1.32,0.0667,True
LIHC,0.8,0.0588,True
LUAD,1.1400000000000001,0.0833,True
LUAD,3.39,0.0718,False
LUSC,1.2,0.0596,True
MESO,2.33,0.0695,True
OV,2.11,0.0354,True
PAAD,0.5599999999999999,0.0625,True
PCPG,0.5499999999999999,0.0693,True
PRAD,1.4000000000000001,0.0625,True
READ,10.0,0.0909,False
SARC,1.52,0.0476,True
SKCM,0.42,0.0513,True
STAD,1.0699999999999998,0.0227,True
TGCT,1.28,0.0400,True
THCA,0.79,0.0667,True
THCA,1.72,0.0588,False
UCEC,0.73,0.1000,True
UCEC,2.86,0.0833,False
UCS,3.5700000000000003,0.0714,True
BRCA,0.09,0.0663,True
BLCA,0.25,0.0909,True
LUAD,0.19,0.0909,True
ACC,1.27,0.1176,True
BLCA,2.7,0.0476,True
BLCA,10.530000000000001,0.0833,False
BRCA,3.81,0.0548,True
BRCA,2.65,0.0500,False
CESC,2.29,0.0625,True
CHOL,2.78,0.0556,True
COAD,1.43,0.0588,True
COAD,2.44,0.0714,False
DLBC,2.08,0.0417,True
ESCA,8.64,0.0319,True
GBM,2.3800000000000003,0.0509,True
HNSC,3.4000000000000004,0.0476,True
KIRC,2.9899999999999998,0.0541,True
KIRC,4.17,0.0576,False
KIRP,2.08,0.0774,True
KIRP,9.379999999999999,0.0833,False
LAML,0.66,0.1333,True
LGG,4.91,0.0500,True
LIHC,0.53,0.0628,True
LUAD,2.6599999999999997,0.0445,True
LUAD,5.08,0.0909,False
LUSC,2.0,0.0345,True
LUSC,2.04,0.0390,False
OV,7.39,0.0580,True
PAAD,1.69,0.0833,True
PCPG,3.83,0.0769,True
PRAD,2.8000000000000003,0.0606,True
PRAD,3.85,0.0526,False
READ,4.35,0.0812,True
SARC,1.52,0.0455,True
SKCM,3.18,0.0476,True
STAD,4.8,0.0323,True
STAD,9.379999999999999,0.0595,False
TGCT,2.56,0.0385,True
THCA,3.73,0.0742,True
THCA,1.72,0.0435,False
THYM,2.52,0.0411,True
UCEC,3.47,0.0714,True
UCEC,2.86,0.0588,False
UCS,5.36,0.0436,True
UVM,2.5,0.0955,True
LGG,0.19,0.0556,True
LUSC,0.2,0.0870,True
ACC,1.27,0.0667,True
BLCA,0.49,0.0487,True
BRCA,1.72,0.0500,True
BRCA,0.88,0.0417,False
CESC,1.63,0.0556,True
CHOL,2.78,0.0588,True
COAD,0.36,0.0610,True
COAD,4.88,0.0749,False
ESCA,0.62,0.0294,True
HNSC,1.6,0.0500,True
HNSC,2.27,0.0625,False
KICH,4.17,0.0588,False
KIRC,0.5599999999999999,0.0385,True
KIRC,1.39,0.0601,False
KIRP,0.69,0.0769,True
LAML,0.66,0.0909,True
LGG,0.38,0.0345,True
LIHC,2.0,0.0909,False
LUAD,1.1400000000000001,0.0345,True
LUAD,1.69,0.0667,False
LUSC,0.6,0.0294,True
LUSC,2.04,0.0417,False
MESO,1.16,0.0572,True
OV,0.79,0.0339,True
PAAD,1.69,0.0952,True
PCPG,2.19,0.0572,True
PRAD,1.0,0.0606,True
SARC,0.76,0.0769,True
SKCM,1.06,0.0466,True
STAD,1.3299999999999998,0.0385,True
THCA,0.38999999999999996,0.0435,True
THCA,1.72,0.0588,False
UCEC,1.09,0.0714,True
UVM,1.25,0.0530,True
LGG,0.19,0.0625,True
ACC,22.78,0.0833,True
BLCA,34.56,0.0976,True
BLCA,36.84,0.0714,False
BRCA,47.78,0.0870,True
BRCA,30.09,0.0616,False
CESC,37.91,0.0769,True
CESC,33.33,0.0705,False
CHOL,33.33,0.0801,True
CHOL,22.220000000000002,0.1169,False
COAD,20.71,0.0833,True
COAD,21.95,0.0871,False
DLBC,27.08,0.0714,True
ESCA,66.67,0.0974,True
ESCA,36.36,0.0513,False
GBM,41.07,0.0909,True
GBM,40.0,0.0741,False
HNSC,42.8,0.0833,True
HNSC,13.639999999999999,0.0588,False
KICH,24.62,0.0909,True
KICH,41.67,0.1000,False
KIRC,42.620000000000005,0.0857,True
KIRC,43.059999999999995,0.0833,False
KIRP,21.8,0.0714,True
KIRP,46.88,0.0769,False
LAML,17.88,0.0755,True
LGG,54.25,0.0882,True
LIHC,16.31,0.1000,True
LIHC,6.0,0.1000,False
LUAD,40.8,0.0909,True
LUAD,32.2,0.0691,False
LUSC,41.08,0.0806,True
LUSC,44.9,0.0833,False
MESO,29.07,0.0890,True
OV,36.94,0.1143,True
PAAD,25.840000000000003,0.1000,True
PAAD,25.0,0.0526,False
PCPG,33.879999999999995,0.1000,True
PCPG,33.33,0.1429,False
PRAD,32.0,0.0686,True
PRAD,38.46,0.0691,False
READ,29.349999999999998,0.0769,True
READ,20.0,0.0919,False
SARC,49.43,0.0890,True
SKCM,36.52,0.0748,True
SKCM,100.0,0.0769,False
STAD,48.53,0.1071,True
STAD,28.12,0.0917,False
TGCT,45.51,0.0769,True
THCA,30.06,0.0811,True
THCA,39.660000000000004,0.0714,False
THYM,33.61,0.0625,True
THYM,50.0,0.1429,False
UCEC,25.55,0.0909,True
UCEC,31.430000000000003,0.0667,False
UCS,35.709999999999994,0.0588,True
UVM,20.0,0.0909,True
ACC,17.72,0.0909,True
BLCA,31.619999999999997,0.0870,True
BLCA,31.580000000000002,0.0628,False
BRCA,51.85999999999999,0.1000,True
BRCA,27.43,0.0564,False
CESC,43.46,0.0870,True
CHOL,36.11,0.0833,True
CHOL,11.110000000000001,0.0909,False
COAD,22.14,0.0769,True
COAD,24.39,0.0909,False
DLBC,27.08,0.0526,True
ESCA,73.46000000000001,0.1190,True
ESCA,27.27,0.0556,False
GBM,49.4,0.0931,True
GBM,40.0,0.0667,False
HNSC,44.4,0.0895,True
HNSC,15.909999999999998,0.0714,False
KICH,15.379999999999999,0.0769,True
KICH,50.0,0.0718,False
KIRC,41.5,0.0833,True
KIRC,50.0,0.0909,False
KIRP,21.8,0.0833,True
KIRP,34.38,0.0651,False
LAML,25.169999999999998,0.0769,True
LGG,58.79,0.1000,True
LIHC,15.509999999999998,0.1292,True
LIHC,6.0,0.1000,False
LUAD,38.71,0.0909,True
LUAD,32.2,0.0871,False
LUSC,40.68,0.0833,True
LUSC,36.730000000000004,0.0789,False
MESO,38.37,0.1027,True
OV,40.63,0.1250,True
PAAD,26.97,0.0984,True
PCPG,36.07,0.1048,True
PCPG,66.67,0.0884,False
PRAD,32.0,0.0714,True
PRAD,30.769999999999996,0.0820,False
READ,21.740000000000002,0.0833,True
READ,50.0,0.0909,False
SARC,49.43,0.0952,True
SKCM,39.92,0.0759,True
STAD,55.47,0.1053,True
STAD,25.0,0.0769,False
TGCT,53.21,0.0811,True
THCA,31.630000000000003,0.0769,True
THCA,32.76,0.0718,False
THYM,31.929999999999996,0.0564,True
THYM,50.0,0.0714,False
UCEC,27.74,0.1000,True
UCEC,22.86,0.0667,False
UCS,48.209999999999994,0.1027,True
UVM,16.25,0.0714,True
ACC,3.8,0.0714,True
BLCA,5.1499999999999995,0.0588,True
BLCA,5.26,0.0750,False
BRCA,7.430000000000001,0.0556,True
BRCA,2.65,0.0450,False
CESC,4.9,0.0625,True
CHOL,8.33,0.0909,True
COAD,2.86,0.0625,True
COAD,2.44,0.0833,False
DLBC,4.17,0.0588,True
ESCA,12.35,0.0364,True
ESCA,9.09,0.0571,False
GBM,10.12,0.0667,True
HNSC,6.2,0.0500,True
KICH,4.62,0.0714,True
KIRC,4.67,0.0455,True
KIRC,12.5,0.0556,False
KIRP,3.46,0.0646,True
KIRP,9.379999999999999,0.0667,False
LAML,3.3099999999999996,0.0667,True
LGG,6.99,0.0526,True
LIHC,2.41,0.0833,True
LUAD,4.74,0.0526,True
LUAD,1.69,0.0639,False
LUSC,4.01,0.0400,True
LUSC,2.04,0.0376,False
MESO,4.65,0.0625,True
OV,5.800000000000001,0.0526,True
PAAD,3.37,0.0694,True
PCPG,3.2800000000000002,0.0588,True
PRAD,4.8,0.0500,True
PRAD,7.6899999999999995,0.0572,False
READ,4.35,0.0646,True
SARC,4.5600000000000005,0.0435,True
SKCM,3.61,0.0488,True
STAD,8.53,0.0381,True
STAD,3.1199999999999997,0.0303,False
TGCT,3.85,0.0323,True
THCA,4.130000000000001,0.0742,True
THCA,1.72,0.0542,False
THYM,3.36,0.0385,True
UCEC,4.5600000000000005,0.0691,True
UCEC,5.71,0.0894,False
UCS,3.5700000000000003,0.0463,True
UVM,2.5,0.0667,True
BLCA,0.25,0.0667,True
KIRP,0.35000000000000003,0.0769,True
LGG,0.19,0.0909,True
LUSC,0.2,0.0526,True
BRCA,0.18,0.0750,True
LUAD,0.19,0.0667,True
SKCM,0.21,0.1071,True
THCA,0.2,0.0714,True
ACC,1.27,0.0714,True
BLCA,2.45,0.0742,True
BRCA,2.45,0.0556,True
CESC,1.96,0.0556,True
COAD,0.36,0.0625,True
COAD,2.44,0.0909,False
ESCA,4.32,0.0308,True
GBM,1.1900000000000002,0.0400,True
GBM,20.0,0.0526,False
HNSC,1.2,0.0488,True
KIRC,1.5,0.0556,True
KIRC,4.17,0.0769,False
KIRP,2.08,0.0718,True
LAML,1.32,0.0490,True
LGG,3.7800000000000002,0.0714,True
LUAD,2.4699999999999998,0.0591,True
LUAD,3.39,0.0909,False
LUSC,1.2,0.0365,True
OV,3.17,0.0528,True
PAAD,0.5599999999999999,0.0769,True
PCPG,1.6400000000000001,0.0718,True
PRAD,2.8000000000000003,0.0667,True
PRAD,7.6899999999999995,0.0857,False
READ,2.17,0.0679,True
SARC,4.18,0.0909,True
SKCM,1.27,0.0500,True
STAD,4.0,0.0357,True
STAD,3.1199999999999997,0.0714,False
TGCT,3.2099999999999995,0.0500,True
THCA,1.18,0.0769,True
THYM,1.68,0.0498,True
UCEC,2.74,0.0658,True
UCS,7.140000000000001,0.0667,True
STAD,0.27,0.1000,True
ESCA,0.62,0.2000,True
ESCA,0.62,0.1818,True
STAD,0.53,0.0871,True
STAD,0.27,0.1000,True
OV,0.79,0.1250,True
STAD,1.0699999999999998,0.1800,True
STAD,0.8,0.1667,True
ESCA,0.62,0.0769,True
LAML,0.66,0.0625,True
ESCA,0.62,0.0769,True
ESCA,0.62,0.0769,True
ESCA,0.62,0.2000,True
ESCA,0.62,0.1429,True
LAML,0.66,0.1818,True
ESCA,0.62,0.3077,True
STAD,0.27,0.1176,True
ESCA,0.62,0.2000,True
ESCA,0.62,0.1667,True
LAML,0.66,0.2000,True
LAML,0.66,0.2500,True
BRCA,0.09,0.6000,True
ESCA,0.62,0.1818,True
STAD,0.27,0.0909,True
ESCA,1.23,0.1000,True
STAD,0.27,0.2667,True
STAD,0.27,0.0769,True
STAD,0.27,0.3333,True
ESCA,1.23,0.1857,True
STAD,0.27,0.0952,True
ESCA,0.62,0.0714,True
STAD,0.27,0.1000,True
ESCA,2.4699999999999998,0.4833,True
LAML,1.32,0.1357,True
STAD,0.27,0.1818,True
STAD,3.1199999999999997,0.1429,False
ESCA,9.09,0.1538,False
STAD,0.27,0.3636,True
STAD,0.27,0.8182,True
OV,0.26,0.1000,True
ESCA,1.23,0.1625,True
OV,0.26,0.1000,True
STAD,0.53,0.1493,True
ESCA,0.62,0.1538,True
STAD,0.27,0.3077,True
ESCA,1.23,0.1288,True
STAD,0.53,0.1294,True
ESCA,1.8499999999999999,0.0833,True
OV,0.26,0.1228,True
STAD,1.3299999999999998,0.3333,True
ESCA,3.09,0.2000,True
OV,1.06,0.1667,True
STAD,2.67,0.2334,True
ESCA,0.62,0.1818,True
ESCA,9.09,0.1667,False
STAD,1.0699999999999998,0.3250,True
OV,0.26,0.0833,True
STAD,0.27,0.0833,True
ESCA,0.62,0.1667,True
OV,0.26,0.2727,True
STAD,0.53,0.1660,True
UCEC,0.18,0.2778,True
ESCA,9.09,0.0714,False
ESCA,9.09,0.0667,False
STAD,0.27,0.1000,True
STAD,0.27,0.1250,True
ESCA,0.62,0.5000,True
ESCA,9.09,0.0833,False
LAML,0.66,0.3333,True
STAD,1.6,0.2829,True
UCEC,0.18,0.2500,True
STAD,0.8,0.2000,True
ESCA,0.62,0.4167,True
ESCA,9.09,0.1000,False
STAD,1.0699999999999998,0.1000,True
STAD,1.0699999999999998,0.0769,True
STAD,0.8,0.3333,True
OV,0.26,0.0667,True
ESCA,1.23,0.1121,True
ESCA,9.09,0.0833,False
OV,0.26,0.8182,True
ESCA,1.23,0.1313,True
STAD,0.27,0.1000,True
ESCA,9.09,0.0833,False
LIHC,0.27,0.6842,True
ESCA,0.62,0.1667,True
ESCA,1.8499999999999999,0.3571,True
OV,0.26,0.2308,True
STAD,0.8,0.2000,True
ESCA,0.62,0.0909,True
OV,0.26,0.2500,True
STAD,0.27,0.0833,True
ESCA,0.62,0.5000,True
STAD,0.27,0.3000,True
ESCA,0.62,0.3000,True
OV,0.26,0.1000,True
ESCA,0.62,0.2000,True
OV,0.53,0.0955,True
OV,0.26,0.0909,True
ESCA,0.62,0.1818,True
STAD,0.53,0.2667,True
STAD,0.27,0.1818,True
ESCA,0.62,0.1000,True
ESCA,9.09,0.1000,False
STAD,0.27,0.2000,True
ESCA,0.62,0.1818,True
STAD,0.27,0.1000,True
ESCA,0.62,0.1818,True
OV,0.26,0.2000,True
ESCA,0.62,0.1667,True
OV,0.26,0.2000,True
ESCA,1.8499999999999999,0.3636,True
STAD,0.8,0.1538,True
STAD,0.27,0.0833,True
OV,0.53,0.0955,True
STAD,1.3299999999999998,0.1429,True
STAD,0.53,0.1883,True
ESCA,0.62,0.1000,True
KIRP,0.35000000000000003,0.8571,True
OV,0.26,0.2727,True
ESCA,0.62,0.9000,True
ESCA,9.09,0.1818,False
STAD,0.27,0.3636,True
OV,0.26,0.5000,True
OV,0.26,0.3000,True
BRCA,0.09,0.1000,True
OV,0.53,0.2000,True
STAD,0.27,0.0833,True
OV,0.26,0.1818,True
OV,0.26,0.1000,True
ESCA,0.62,0.1000,True
OV,0.26,0.2727,True
BRCA,0.18,0.1121,True
COAD,0.36,0.0769,True
ESCA,0.62,0.0568,True
KIRC,0.19,0.0667,True
LAML,0.66,0.0769,True
LUAD,0.19,0.0833,True
SKCM,0.21,0.1818,True
STAD,0.27,0.1000,True
ESCA,1.23,0.0714,True
LAML,1.32,0.1634,True
LUAD,0.38,0.0871,True
OV,0.53,0.0955,True
STAD,0.27,0.1818,True
LUAD,0.19,0.0833,True
BRCA,0.18,0.1326,True
ESCA,1.23,0.0720,True
LAML,0.66,0.0588,True
LUAD,0.38,0.1288,True
SKCM,0.21,0.0909,True
STAD,0.53,0.2429,True
OV,0.26,0.0769,True
UCEC,0.18,0.0909,True
BRCA,0.18,0.7750,True
ESCA,4.32,0.6571,True
ESCA,9.09,0.3000,False
LAML,7.95,0.5917,True
LUAD,0.19,0.2727,True
OV,1.06,0.5728,True
STAD,2.67,0.6000,True
STAD,3.1199999999999997,1.0000,False
ESCA,4.32,0.1818,True
ESCA,9.09,0.1667,False
LAML,5.3,0.2518,True
LUAD,0.19,0.1818,True
OV,1.32,0.2500,True
STAD,1.6,0.2197,True
ESCA,0.62,0.1333,True
ESCA,3.09,0.0839,True
LAML,6.619999999999999,0.1000,True
OV,0.26,0.1250,True
STAD,0.27,0.2500,True
COAD,0.36,0.2667,True
ESCA,0.62,0.0644,True
ESCA,9.09,0.0625,False
OV,0.26,0.0909,True
UCEC,0.18,0.0769,True
ESCA,0.62,0.0769,True
LAML,2.65,0.1000,True
STAD,0.8,0.1000,True
BRCA,0.09,0.0909,True
ESCA,6.79,0.1818,True
ESCA,27.27,0.1667,False
LAML,3.3099999999999996,0.2000,True
LUAD,0.19,0.1818,True
OV,0.26,0.4000,True
STAD,1.87,0.1409,True
UCEC,0.18,0.0909,True
ESCA,0.62,0.0750,True
LAML,0.66,0.3000,True
STAD,0.53,0.1000,True
KIRC,0.19,0.5714,True
OV,0.79,0.0742,True
PRAD,0.2,0.3636,True
STAD,0.53,0.0651,True
STAD,1.0699999999999998,0.0812,True
ESCA,9.09,0.1000,False
OV,1.58,0.1000,True
STAD,1.6,0.0833,True
ESCA,5.56,0.0909,True
KIRC,0.19,0.0909,True
OV,1.32,0.1000,True
PRAD,0.2,0.0714,True
STAD,4.8,0.0883,True
UCEC,0.18,0.3636,True
BRCA,0.09,0.0556,True
ESCA,8.64,0.0909,True
ESCA,9.09,0.1173,False
KIRC,0.19,0.2105,True
OV,2.11,0.1053,True
STAD,6.93,0.0833,True
STAD,0.27,0.1429,True
BRCA,0.09,0.0588,True
COAD,0.36,0.0909,True
ESCA,18.52,0.1319,True
ESCA,9.09,0.1538,False
LAML,0.66,0.0789,True
LUAD,1.69,0.1818,False
OV,3.4299999999999997,0.1290,True
PRAD,0.2,0.2308,True
STAD,15.2,0.1472,True
STAD,3.1199999999999997,0.0667,False
OV,0.26,0.0833,True
STAD,1.87,0.0861,True
ESCA,1.23,0.0667,True
LGG,0.19,0.1538,True
OV,0.26,0.0909,True
STAD,1.0699999999999998,0.0625,True
ESCA,10.489999999999998,0.1429,True
ESCA,9.09,0.1429,False
LAML,3.3099999999999996,0.1622,True
LGG,0.19,0.5000,True
OV,1.8499999999999999,0.1579,True
PRAD,0.2,0.1429,True
STAD,8.799999999999999,0.1818,True
BRCA,0.09,0.1818,True
ESCA,8.02,0.0909,True
ESCA,9.09,0.1579,False
LAML,1.32,0.1000,True
LGG,0.19,0.3333,True
OV,3.17,0.1088,True
PRAD,0.4,0.3572,True
STAD,6.13,0.1667,True
UCEC,0.18,0.0909,True
DLBC,2.08,0.3939,True
ESCA,19.75,0.4391,True
ESCA,18.18,0.2893,False
LAML,2.65,0.3479,True
LGG,0.19,1.0000,True
OV,4.75,0.5228,True
PRAD,0.4,0.6429,True
STAD,11.469999999999999,0.5278,True
UCEC,0.18,0.4500,True
DLBC,2.08,0.3939,True
ESCA,19.75,0.4286,True
ESCA,27.27,0.3750,False
LAML,3.3099999999999996,0.5000,True
LGG,0.19,1.0000,True
OV,4.75,0.5798,True
PRAD,0.4,0.6648,True
STAD,11.469999999999999,0.5455,True
UCEC,0.18,0.0556,True
DLBC,2.08,0.3333,True
ESCA,12.35,0.1277,True
ESCA,18.18,0.2945,False
LAML,2.65,0.0820,True
LGG,0.19,0.4375,True
OV,3.17,0.1000,True
PRAD,0.4,0.3365,True
STAD,6.93,0.2164,True
UCEC,0.36,0.4000,True
BLCA,0.25,0.1000,True
DLBC,2.08,0.1250,True
ESCA,12.959999999999999,0.2143,True
ESCA,18.18,0.1777,False
LAML,4.64,0.2000,True
LGG,0.19,0.4615,True
OV,2.9000000000000004,0.1875,True
PRAD,0.4,0.1437,True
STAD,7.7299999999999995,0.1429,True
UCEC,0.36,0.1182,True
ESCA,8.02,0.1667,True
ESCA,9.09,0.0769,False
LAML,3.3099999999999996,0.1333,True
LGG,0.19,0.1818,True
OV,2.64,0.0955,True
PRAD,0.4,0.4853,True
STAD,4.2700000000000005,0.1603,True
DLBC,2.08,0.0833,True
ESCA,8.02,0.1786,True
ESCA,9.09,0.2308,False
LAML,2.65,0.1667,True
LGG,0.19,0.7000,True
OV,2.64,0.2063,True
PRAD,0.4,0.5684,True
STAD,5.07,0.2265,True
ESCA,0.62,0.0526,True
LAML,0.66,0.1250,True
ESCA,2.4699999999999998,0.0917,True
ESCA,9.09,0.0909,False
OV,0.79,0.2105,True
STAD,2.67,0.1333,True
ESCA,8.02,0.1818,True
ESCA,9.09,0.2143,False
LAML,0.66,0.4118,True
OV,2.9000000000000004,0.2857,True
PRAD,0.2,0.1429,True
STAD,3.47,0.2500,True
STAD,0.53,0.2078,True
ESCA,1.23,0.1244,True
OV,0.53,0.1303,True
STAD,1.0699999999999998,0.0788,True
ESCA,2.4699999999999998,0.1504,True
STAD,1.3299999999999998,0.0769,True
ESCA,0.62,0.0806,True
LAML,1.32,0.0917,True
OV,0.53,0.1609,True
STAD,1.3299999999999998,0.1538,True
ESCA,0.62,0.2000,True
ESCA,9.09,0.1111,False
LAML,0.66,0.1000,True
STAD,1.0699999999999998,0.2634,True
ESCA,0.62,0.3333,True
OV,0.26,0.1000,True
STAD,1.87,0.1000,True
ESCA,3.09,0.1000,True
ESCA,9.09,0.1875,False
LAML,1.32,0.1000,True
OV,1.06,0.1476,True
STAD,2.4,0.2143,True
ESCA,1.23,0.0812,True
STAD,0.53,0.1609,True
ESCA,3.09,0.1429,True
LAML,0.66,0.1000,True
OV,0.53,0.2053,True
STAD,0.8,0.1429,True
ESCA,0.62,0.1000,True
STAD,0.27,0.0909,True
ESCA,1.23,0.2272,True
ESCA,9.09,0.0714,False
LAML,0.66,0.1250,True
PRAD,0.2,0.1429,True
STAD,1.0699999999999998,0.1409,True
ESCA,1.23,0.3682,True
ESCA,9.09,0.0769,False
LAML,1.32,0.1750,True
OV,0.53,0.1806,True
PRAD,0.2,0.1429,True
STAD,0.8,0.3000,True
STAD,0.27,0.2000,True
STAD,0.27,0.0714,True
ESCA,0.62,0.1667,True
ESCA,1.23,0.0812,True
LAML,1.32,0.0812,True
ESCA,0.62,0.0909,True
LAML,1.32,0.0871,True
STAD,0.27,0.1000,True
ESCA,0.62,0.0952,True
ESCA,1.23,0.1909,True
ESCA,1.8499999999999999,0.9000,True
ESCA,9.09,0.1667,False
OV,0.26,0.4000,True
STAD,0.53,0.2576,True
ESCA,1.8499999999999999,0.2857,True
ESCA,9.09,0.1053,False
STAD,0.8,0.0909,True
ESCA,9.09,0.0526,False
STAD,0.27,0.0714,True
ESCA,0.62,0.1000,True
STAD,0.53,0.1250,True
ESCA,4.9399999999999995,0.1553,True
ESCA,9.09,0.0909,False
OV,0.53,0.2500,True
STAD,1.87,0.1875,True
ESCA,1.8499999999999999,0.0870,True
LAML,0.66,0.0909,True
STAD,1.87,0.2500,True
ESCA,2.4699999999999998,0.2709,True
LAML,0.66,0.1000,True
STAD,2.67,0.5000,True
ESCA,2.4699999999999998,0.3774,True
ESCA,9.09,0.3333,False
STAD,2.4,0.6154,True
ESCA,0.62,0.1000,True
LAML,1.32,0.1000,True
STAD,0.8,0.1739,True
ESCA,1.23,0.0955,True
LAML,2.65,0.0871,True
STAD,0.8,0.1600,True
ESCA,0.62,0.2000,True
LAML,1.9900000000000002,0.0909,True
OV,0.79,0.2500,True
STAD,1.6,0.1000,True
STAD,3.1199999999999997,0.1176,False
ESCA,1.23,0.0885,True
LAML,1.32,0.0857,True
STAD,2.4,0.1000,True
COAD,0.36,0.3750,True
ESCA,6.17,0.1334,True
ESCA,9.09,0.0833,False
LAML,5.3,0.2750,True
OV,0.53,0.2917,True
STAD,7.470000000000001,0.1953,True
STAD,3.1199999999999997,0.2000,False
ESCA,0.62,0.0909,True
STAD,0.27,0.0909,True
STAD,0.53,0.1497,True
STAD,0.27,0.4545,True
